,municipio,latitude,longitude,ddd,estado
4377,Santa Cruz de Monte Castelo,-22.9582,-53.2949,44,PR
4378,Santa Cruz de Salinas,-16.0967,-41.7418,38,MG
4379,Santa Cruz do Arari,-0.661019,-49.1771,91,PA
4380,Santa Cruz do Capibaribe,-7.94802,-36.2061,81,PE
4381,Santa Cruz do Escalvado,-20.2372,-42.8169,31,MG
4382,Santa Cruz do Piauí,-7.1785,-41.7609,89,PI
4383,Santa Cruz do Rio Pardo,-22.8988,-49.6354,14,SP
4384,Santa Cruz do Sul,-29.722,-52.4343,51,RS
4385,Santa Cruz do Xingu,-10.1532,-52.3953,66,MT
4386,Santa Cruz dos Milagres,-5.80581,-41.9506,89,PI
4387,Santa Efigênia de Minas,-18.8235,-42.4388,33,MG
4388,Santa Ernestina,-21.4618,-48.3953,16,SP
4389,Santa Fé,-23.04,-51.808,44,PR
4390,Santa Fé de Goiás,-15.7664,-51.1037,62,GO
4391,Santa Fé de Minas,-16.6859,-45.4102,38,MG
4392,Santa Fé do Araguaia,-7.15803,-48.7165,63,TO
4393,Santa Fé do Sul,-20.2083,-50.932,17,SP
4394,Santa Filomena,-9.11228,-45.9116,89,PI
4395,Santa Filomena,-8.16688,-40.6079,87,PE
4396,Santa Filomena do Maranhão,-5.49671,-44.5638,99,MA
4397,Santa Gertrudes,-22.4572,-47.5272,19,SP
4398,Santa Helena,-24.8585,-54.336,45,PR
4399,Santa Helena,-26.937,-53.6214,49,SC
4400,Santa Helena,-2.24426,-45.29,98,MA
4401,Santa Helena,-6.7176,-38.6427,83,PB
4402,Santa Helena de Goiás,-17.8115,-50.5977,64,GO
4403,Santa Helena de Minas,-16.9707,-40.6727,33,MG
4404,Santa Inês,-13.2793,-39.814,73,BA
4405,Santa Inês,-22.6376,-51.9024,44,PR
4406,Santa Inês,-7.621,-38.554,83,PB
4407,Santa Inês,-3.65112,-45.3774,98,MA
4408,Santa Isabel,-23.3172,-46.2237,11,SP
4409,Santa Isabel,-15.2958,-49.4259,62,GO
4410,Santa Isabel do Ivaí,-23.0025,-53.1989,44,PR
4411,Santa Isabel do Rio Negro,-0.410824,-65.0092,97,AM
4412,Santa Izabel do Oeste,-25.8217,-53.4801,46,PR
4413,Santa Izabel do Pará,-1.29686,-48.1606,91,PA
4414,Santa Juliana,-19.3108,-47.5322,34,MG
4415,Santa Leopoldina,-20.0999,-40.527,27,ES
4416,Santa Lúcia,-21.685,-48.0885,16,SP
4417,Santa Lúcia,-25.4104,-53.5638,45,PR
4418,Santa Luz,-8.9488,-44.1296,89,PI
4419,Santa Luzia,-4.06873,-45.69,98,MA
4420,Santa Luzia,-15.4342,-39.3287,73,BA
4421,Santa Luzia,-19.7548,-43.8497,31,MG
4422,Santa Luzia,-6.86092,-36.9178,83,PB
4423,Santa Luzia D'Oeste,-11.9074,-61.7777,69,RO
4424,Santa Luzia do Itanhy,-11.3536,-37.4586,79,SE
4425,Santa Luzia do Norte,-9.6037,-35.8232,82,AL
4426,Santa Luzia do Pará,-1.52147,-46.9008,91,PA
4427,Santa Luzia do Paruá,-2.51123,-45.7801,98,MA
4428,Santa Margarida,-20.3839,-42.2519,31,MG
4429,Santa Margarida do Sul,-30.3393,-54.0817,55,RS
4430,Santa Maria,-29.6868,-53.8149,55,RS
4431,Santa Maria,-5.83802,-35.6914,84,RN
4432,Santa Maria da Boa Vista,-8.79766,-39.8241,87,PE
4433,Santa Maria da Serra,-22.5661,-48.1593,19,SP
4434,Santa Maria da Vitória,-13.3859,-44.2011,77,BA
4435,Santa Maria das Barreiras,-8.85784,-49.7215,94,PA
4436,Santa Maria de Itabira,-19.4431,-43.1064,31,MG
4437,Santa Maria de Jetibá,-20.0253,-40.7439,27,ES
4438,Santa Maria do Cambucá,-7.83676,-35.8941,81,PE
4439,Santa Maria do Herval,-29.4902,-50.9919,51,RS
4440,Santa Maria do Oeste,-24.9377,-51.8696,42,PR
4441,Santa Maria do Pará,-1.35392,-47.5712,91,PA
4442,Santa Maria do Salto,-16.2479,-40.1512,33,MG
4443,Santa Maria do Suaçuí,-18.1896,-42.4139,33,MG
4444,Santa Maria do Tocantins,-8.8046,-47.7887,63,TO
4445,Santa Maria Madalena,-21.9547,-42.0098,22,RJ
4446,Santa Mariana,-23.1465,-50.5167,43,PR
4447,Santa Mercedes,-21.3495,-51.7564,18,SP
4448,Santa Mônica,-23.108,-53.1103,44,PR
4449,Santa Quitéria,-4.32608,-40.1523,88,CE
4450,Santa Quitéria do Maranhão,-3.49308,-42.5688,98,MA
4451,Santa Rita,-3.14241,-44.3211,98,MA
4452,Santa Rita,-7.11724,-34.9753,83,PB
4453,Santa Rita d'Oeste,-20.1414,-50.8358,17,SP
4454,Santa Rita de Caldas,-22.0292,-46.3385,35,MG
4455,Santa Rita de Cássia,-11.0063,-44.5255,77,BA
4456,Santa Rita de Ibitipoca,-21.5658,-43.9163,32,MG
4457,Santa Rita de Jacutinga,-22.1474,-44.0977,32,MG
4458,Santa Rita de Minas,-19.876,-42.1363,33,MG
4459,Santa Rita do Araguaia,-17.3269,-53.2012,64,GO
4460,Santa Rita do Itueto,-19.3576,-41.3821,33,MG
4461,Santa Rita do Novo Destino,-15.1351,-49.1203,62,GO
4462,Santa Rita do Pardo,-21.3016,-52.8333,67,MS
4463,Santa Rita do Passa Quatro,-21.7083,-47.478,19,SP
4464,Santa Rita do Sapucaí,-22.2461,-45.7034,35,MG
4465,Santa Rita do Tocantins,-10.8617,-48.9161,63,TO
4466,Santa Rita do Trivelato,-13.8146,-55.2706,65,MT
4467,Santa Rosa,-27.8702,-54.4796,55,RS
4468,Santa Rosa da Serra,-19.5186,-45.9611,34,MG
4469,Santa Rosa de Goiás,-16.084,-49.4953,62,GO
4470,Santa Rosa de Lima,-28.0331,-49.133,48,SC
4471,Santa Rosa de Lima,-10.6434,-37.1931,79,SE
4472,Santa Rosa de Viterbo,-21.4776,-47.3622,16,SP
4473,Santa Rosa do Piauí,-6.79581,-42.2814,89,PI
4474,Santa Rosa do Purus,-9.44652,-70.4902,68,AC
4475,Santa Rosa do Sul,-29.1313,-49.7109,48,SC
4476,Santa Rosa do Tocantins,-11.4474,-48.1216,63,TO
4477,Santa Salete,-20.2429,-50.6887,17,SP
4478,Santa Teresa,-19.9363,-40.5979,27,ES
4479,Santa Teresinha,-12.7697,-39.5215,75,BA
4480,Santa Teresinha,-7.07964,-37.4435,83,PB
4481,Santa Tereza,-29.1655,-51.7351,54,RS
4482,Santa Tereza de Goiás,-13.7138,-49.0144,62,GO
4483,Santa Tereza do Oeste,-25.0543,-53.6274,45,PR
4484,Santa Tereza do Tocantins,-10.2746,-47.8033,63,TO
4485,Santa Terezinha,-26.7813,-50.009,47,SC
4486,Santa Terezinha,-10.4704,-50.514,66,MT
4487,Santa Terezinha,-7.37696,-37.4787,87,PE
4488,Santa Terezinha de Goiás,-14.4326,-49.7091,62,GO
4489,Santa Terezinha de Itaipu,-25.4391,-54.402,45,PR
4490,Santa Terezinha do Progresso,-26.624,-53.1997,49,SC
4491,Santa Terezinha do Tocantins,-6.44438,-47.6684,63,TO
4492,Santa Vitória,-18.8414,-50.1208,34,MG
4493,Santa Vitória do Palmar,-33.525,-53.3717,53,RS
4494,Santaluz,-11.2508,-39.375,75,BA
4495,Santana,-12.9792,-44.0506,77,BA
4496,Santana,-0.045434,-51.1729,96,AP
4497,Santana da Boa Vista,-30.8697,-53.11,53,RS
4498,Santana da Ponte Pensa,-20.2523,-50.8014,17,SP
4499,Santana da Vargem,-21.2449,-45.5005,35,MG
4500,Santana de Cataguases,-21.2893,-42.5524,32,MG
4501,Santana de Mangueira,-7.54705,-38.3236,83,PB
4502,Santana de Parnaíba,-23.4439,-46.9178,11,SP
4503,Santana de Pirapama,-18.9962,-44.0409,31,MG
4504,Santana do Acaraú,-3.46144,-40.2118,88,CE
4505,Santana do Araguaia,-9.3281,-50.35,94,PA
4506,Santana do Cariri,-7.17613,-39.7302,88,CE
4507,Santana do Deserto,-21.9512,-43.1583,32,MG
4508,Santana do Garambéu,-21.5983,-44.105,32,MG
4509,Santana do Ipanema,-9.36999,-37.248,82,AL
4510,Santana do Itararé,-23.7587,-49.6293,43,PR
4511,Santana do Jacaré,-20.9007,-45.1285,35,MG
4512,Santana do Manhuaçu,-20.1031,-41.9278,33,MG
4513,Santana do Maranhão,-3.109,-42.4064,98,MA
4514,Santana do Matos,-5.94605,-36.6578,84,RN
4515,Santana do Mundaú,-9.17141,-36.2176,82,AL
4516,Santana do Paraíso,-19.3661,-42.5446,31,MG
4517,Santana do Piauí,-6.94696,-41.5178,89,PI
4518,Santana do Riacho,-19.1662,-43.722,31,MG
4519,Santana do São Francisco,-10.2922,-36.6105,79,SE
4520,Santana do Seridó,-6.76643,-36.7312,84,RN
4521,Santana dos Garrotes,-7.38162,-37.9819,83,PB
4522,Santana dos Montes,-20.7868,-43.6949,31,MG
4523,Santanópolis,-12.0311,-38.8694,75,BA
4524,Santarém,-2.43849,-54.6996,93,PA
4525,Santarém Novo,-0.93097,-47.3855,91,PA
4526,Santiago,-29.1897,-54.8666,55,RS
4527,Santiago do Sul,-26.6388,-52.6799,49,SC
4528,Santo Afonso,-14.4945,-57.0091,65,MT
4529,Santo Amaro,-12.5472,-38.7137,75,BA
4530,Santo Amaro da Imperatriz,-27.6852,-48.7813,48,SC
4531,Santo Amaro das Brotas,-10.7892,-37.0564,79,SE
4532,Santo Amaro do Maranhão,-2.50068,-43.238,98,MA
4533,Santo Anastácio,-21.9747,-51.6527,18,SP
4534,Santo André,-23.6737,-46.5432,11,SP
4535,Santo André,-7.22016,-36.6213,83,PB
4536,Santo Ângelo,-28.3001,-54.2668,55,RS
4537,Santo Antônio,-6.31195,-35.4739,84,RN
4538,Santo Antônio da Alegria,-21.0864,-47.1464,16,SP
4539,Santo Antônio da Barra,-17.5585,-50.6345,64,GO
4540,Santo Antônio da Patrulha,-29.8268,-50.5175,51,RS
4541,Santo Antônio da Platina,-23.2959,-50.0815,43,PR
4542,Santo Antônio das Missões,-28.514,-55.2251,55,RS
4543,Santo Antônio de Goiás,-16.4815,-49.3096,62,GO
4544,Santo Antônio de Jesus,-12.9614,-39.2584,75,BA
4545,Santo Antônio de Lisboa,-6.98676,-41.2252,89,PI
4546,Santo Antônio de Pádua,-21.541,-42.1832,22,RJ
4547,Santo Antônio de Posse,-22.6029,-46.9192,19,SP
4548,Santo Antônio do Amparo,-20.943,-44.9176,35,MG
4549,Santo Antônio do Aracanguá,-20.9331,-50.498,18,SP
4550,Santo Antônio do Aventureiro,-21.7606,-42.8115,32,MG
4551,Santo Antônio do Caiuá,-22.7351,-52.344,44,PR
4552,Santo Antônio do Descoberto,-15.9412,-48.2578,61,DF
4553,Santo Antônio do Grama,-20.3185,-42.6047,31,MG
4554,Santo Antônio do Içá,-3.09544,-67.9463,97,AM
4555,Santo Antônio do Itambé,-18.4609,-43.3006,33,MG
4556,Santo Antônio do Jacinto,-16.5332,-40.1817,33,MG
4557,Santo Antônio do Jardim,-22.1121,-46.6845,19,SP
4558,Santo Antônio do Leste,-14.805,-53.6075,66,MT
4559,Santo Antônio do Leverger,-15.8632,-56.0788,65,MT
4560,Santo Antônio do Monte,-20.085,-45.2947,37,MG
4561,Santo Antônio do Palma,-28.4956,-52.0267,54,RS
4562,Santo Antônio do Paraíso,-23.4969,-50.6455,43,PR
4563,Santo Antônio do Pinhal,-22.827,-45.663,12,SP
4564,Santo Antônio do Planalto,-28.403,-52.6992,54,RS
4565,Santo Antônio do Retiro,-15.3393,-42.6171,38,MG
4566,Santo Antônio do Rio Abaixo,-19.2374,-43.2604,31,MG
4567,Santo Antônio do Sudoeste,-26.0737,-53.7251,46,PR
4568,Santo Antônio do Tauá,-1.1522,-48.1314,91,PA
4569,Santo Antônio dos Lopes,-4.86613,-44.3653,99,MA
4570,Santo Antônio dos Milagres,-6.04647,-42.7123,86,PI
4571,Santo Augusto,-27.8526,-53.7776,55,RS
4572,Santo Cristo,-27.8263,-54.662,55,RS
4573,Santo Estêvão,-12.428,-39.2505,75,BA
4574,Santo Expedito,-21.8467,-51.3929,18,SP
4575,Santo Expedito do Sul,-27.9074,-51.6434,54,RS
4576,Santo Hipólito,-18.2968,-44.2229,38,MG
4577,Santo Inácio,-22.6957,-51.7969,44,PR
4578,Santo Inácio do Piauí,-7.42072,-41.9063,89,PI
4579,Santópolis do Aguapeí,-21.6376,-50.5044,18,SP
4580,Santos,-23.9535,-46.335,13,SP
4581,Santos Dumont,-21.4634,-43.5499,32,MG
4582,São Benedito,-4.04713,-40.8596,88,CE
4583,São Benedito do Rio Preto,-3.33515,-43.5287,98,MA
4584,São Benedito do Sul,-8.8166,-35.9453,81,PE
4585,São Bentinho,-6.88596,-37.7243,83,PB
4586,São Bento,-6.48529,-37.4488,83,PB
4587,São Bento,-2.69781,-44.8289,98,MA
4588,São Bento Abade,-21.5839,-45.0699,35,MG
4589,São Bento do Norte,-5.09259,-35.9587,84,RN
4590,São Bento do Sapucaí,-22.6837,-45.7287,12,SP
4591,São Bento do Sul,-26.2495,-49.3831,47,SC
4592,São Bento do Tocantins,-6.0258,-47.9012,63,TO
4593,São Bento do Trairí,-6.33798,-36.0863,84,RN
4594,São Bento do Una,-8.52637,-36.4465,81,PE
4595,São Bernardino,-26.4739,-52.9687,49,SC
4596,São Bernardo,-3.37223,-42.4191,98,MA
4597,São Bernardo do Campo,-23.6914,-46.5646,11,SP
4598,São Bonifácio,-27.9009,-48.9326,48,SC
4599,São Borja,-28.6578,-56.0036,55,RS
4600,São Brás,-10.1141,-36.8522,82,AL
4601,São Brás do Suaçuí,-20.6242,-43.9515,31,MG
4602,São Braz do Piauí,-9.05797,-43.0076,89,PI
4603,São Caetano,-8.33763,-36.2869,81,PE
4604,São Caetano de Odivelas,-0.747293,-48.0246,91,PA
4605,São Caetano do Sul,-23.6229,-46.5548,11,SP
4606,São Carlos,-22.0174,-47.886,16,SP
4607,São Carlos,-27.0798,-53.0037,49,SC
4608,São Carlos do Ivaí,-23.3158,-52.4761,44,PR
4609,São Cristóvão,-11.0084,-37.2044,79,SE
4610,São Cristovão do Sul,-27.2666,-50.4388,49,SC
4611,São Desidério,-12.3572,-44.9769,77,BA
4612,São Domingos,-11.4649,-39.5268,75,BA
4613,São Domingos,-26.5548,-52.5313,49,SC
4614,São Domingos,-6.80313,-37.9488,83,PB
4615,São Domingos,-10.7916,-37.5685,79,SE
4616,São Domingos,-13.621,-46.7415,62,GO
4617,São Domingos das Dores,-19.5246,-42.0106,33,MG
4618,São Domingos do Araguaia,-5.53732,-48.7366,94,PA
4619,São Domingos do Azeitão,-6.81471,-44.6509,99,MA
4620,São Domingos do Capim,-1.68768,-47.7665,91,PA
4621,São Domingos do Cariri,-7.63273,-36.4374,83,PB
4622,São Domingos do Maranhão,-5.58095,-44.3822,99,MA
4623,São Domingos do Norte,-19.1452,-40.6281,27,ES
4624,São Domingos do Prata,-19.8678,-42.971,31,MG
4625,São Domingos do Sul,-28.5312,-51.886,54,RS
4626,São Felipe,-12.8394,-39.0893,75,BA
4627,São Felipe D'Oeste,-11.9023,-61.5026,69,RO
4628,São Félix,-12.6104,-38.9727,75,BA
4629,São Félix de Balsas,-7.07535,-44.8092,99,MA
4630,São Félix de Minas,-18.5959,-41.4889,33,MG
4631,São Félix do Araguaia,-11.615,-50.6706,66,MT
4632,São Félix do Coribe,-13.4019,-44.1837,77,BA
4633,São Félix do Piauí,-5.93485,-42.1172,86,PI
4634,São Félix do Tocantins,-10.1615,-46.6618,63,TO
4635,São Félix do Xingu,-6.64254,-51.9904,94,PA
4636,São Fernando,-6.37975,-37.1864,84,RN
4637,São Fidélis,-21.6551,-41.756,22,RJ
4638,São Francisco,-20.3623,-50.6952,17,SP
4639,São Francisco,-6.60773,-38.0968,83,PB
4640,São Francisco,-10.3442,-36.8869,79,SE
4641,São Francisco,-15.9514,-44.8593,38,MG
4642,São Francisco de Assis,-29.5547,-55.1253,55,RS
4643,São Francisco de Assis do Piauí,-8.23599,-41.6873,89,PI
4644,São Francisco de Goiás,-15.9256,-49.2605,62,GO
4645,São Francisco de Itabapoana,-21.4702,-41.1091,22,RJ
4646,São Francisco de Paula,-29.4404,-50.5828,54,RS
4647,São Francisco de Paula,-20.7036,-44.9838,37,MG
4648,São Francisco de Sales,-19.8611,-49.7727,34,MG
4649,São Francisco do Brejão,-5.12584,-47.389,99,MA
4650,São Francisco do Conde,-12.6183,-38.6786,71,BA
4651,São Francisco do Glória,-20.7923,-42.2673,32,MG
4652,São Francisco do Guaporé,-12.052,-63.568,69,RO
4653,São Francisco do Maranhão,-6.25159,-42.8668,99,MA
4654,São Francisco do Oeste,-5.97472,-38.1519,84,RN
4655,São Francisco do Pará,-1.16963,-47.7917,91,PA
4656,São Francisco do Piauí,-7.2463,-42.541,89,PI
4657,São Francisco do Sul,-26.2579,-48.6344,47,SC
4658,São Gabriel,-30.3337,-54.3217,55,RS
4659,São Gabriel,-11.2175,-41.8843,74,BA
4660,São Gabriel da Cachoeira,-0.11909,-67.084,97,AM
4661,São Gabriel da Palha,-19.0182,-40.5365,27,ES
4662,São Gabriel do Oeste,-19.3889,-54.5507,67,MS
4663,São Geraldo,-20.9252,-42.8364,32,MG
4664,São Geraldo da Piedade,-18.8411,-42.2867,33,MG
4665,São Geraldo do Araguaia,-6.39471,-48.5592,94,PA
4666,São Geraldo do Baixio,-18.9097,-41.363,33,MG
4667,São Gonçalo,-22.8268,-43.0634,21,RJ
4668,São Gonçalo do Abaeté,-18.3315,-45.8265,38,MG
4669,São Gonçalo do Amarante,-5.79068,-35.3257,84,RN
4670,São Gonçalo do Amarante,-3.60515,-38.9726,85,CE
4671,São Gonçalo do Gurguéia,-10.0319,-45.3092,89,PI
4672,São Gonçalo do Pará,-19.9822,-44.8593,37,MG
4673,São Gonçalo do Piauí,-5.99393,-42.7095,86,PI
4674,São Gonçalo do Rio Abaixo,-19.8221,-43.366,31,MG
4675,São Gonçalo do Rio Preto,-18.0025,-43.3854,38,MG
4676,São Gonçalo do Sapucaí,-21.8932,-45.5893,35,MG
4677,São Gonçalo dos Campos,-12.4331,-38.9663,75,BA
4678,São Gotardo,-19.3087,-46.0465,34,MG
4679,São Jerônimo,-29.9716,-51.7251,51,RS
4680,São Jerônimo da Serra,-23.7218,-50.7475,43,PR
4681,São João,-25.8214,-52.7252,46,PR
4682,São João,-8.87576,-36.3653,87,PE
4683,São João Batista,-2.95398,-44.7953,98,MA
4684,São João Batista,-27.2772,-48.8474,48,SC
4685,São João Batista do Glória,-20.635,-46.508,35,MG
4686,São João d'Aliança,-14.7048,-47.5228,62,GO
4687,São João da Baliza,0.951659,-59.9133,95,RR
4688,São João da Barra,-21.638,-41.0446,22,RJ
4689,São João da Boa Vista,-21.9707,-46.7944,19,SP
4690,São João da Canabrava,-6.81203,-41.3415,89,PI
4691,São João da Fronteira,-3.95497,-41.2569,86,PI
4692,São João da Lagoa,-16.8455,-44.3507,38,MG
4693,São João da Mata,-21.928,-45.9297,35,MG
4694,São João da Paraúna,-16.8126,-50.4092,64,GO
4695,São João da Ponta,-0.857885,-47.918,91,PA
4696,São João da Ponte,-15.9271,-44.0096,38,MG
4697,São João da Serra,-5.51081,-41.8923,86,PI
4698,São João da Urtiga,-27.8195,-51.8257,54,RS
4699,São João da Varjota,-6.94082,-41.8889,89,PI
4700,São João das Duas Pontes,-20.3879,-50.3792,17,SP
4701,São João das Missões,-14.8859,-44.0922,38,MG
4702,São João de Iracema,-20.5111,-50.3561,17,SP
4703,São João de Meriti,-22.8058,-43.3729,21,RJ
4704,São João de Pirabas,-0.780222,-47.181,91,PA
4705,São João del Rei,-21.1311,-44.2526,32,MG
4706,São João do Araguaia,-5.36334,-48.7926,94,PA
4707,São João do Arraial,-3.8186,-42.4459,86,PI
4708,São João do Caiuá,-22.8535,-52.3411,44,PR
4709,São João do Cariri,-7.38168,-36.5345,83,PB
4710,São João do Carú,-3.5503,-46.2507,98,MA
4711,São João do Itaperiú,-26.6213,-48.7683,47,SC
4712,São João do Ivaí,-23.9833,-51.8215,43,PR
4713,São João do Jaguaribe,-5.27516,-38.2694,88,CE
4714,São João do Manhuaçu,-20.3933,-42.1533,33,MG
4715,São João do Manteninha,-18.723,-41.1628,33,MG
4716,São João do Oeste,-27.0984,-53.5977,49,SC
4717,São João do Oriente,-19.3384,-42.1575,33,MG
4718,São João do Pacuí,-16.5373,-44.5134,38,MG
4719,São João do Paraíso,-15.3168,-42.0213,38,MG
4720,São João do Paraíso,-6.45634,-47.0594,99,MA
4721,São João do Pau d'Alho,-21.2662,-51.6672,18,SP
4722,São João do Piauí,-8.35466,-42.2559,89,PI
4723,São João do Polêsine,-29.6194,-53.4439,55,RS
4724,São João do Rio do Peixe,-6.72195,-38.4468,83,PB
4725,São João do Sabugi,-6.71387,-37.2027,84,RN
4726,São João do Soter,-5.10821,-43.8163,99,MA
4727,São João do Sul,-29.2154,-49.8094,48,SC
4728,São João do Tigre,-8.07703,-36.8547,83,PB
4729,São João do Triunfo,-25.683,-50.2949,42,PR
4730,São João dos Patos,-6.4934,-43.7036,99,MA
4731,São João Evangelista,-18.548,-42.7655,33,MG
4732,São João Nepomuceno,-21.5381,-43.0069,32,MG
4733,São Joaquim,-28.2887,-49.9457,49,SC
4734,São Joaquim da Barra,-20.5812,-47.8593,16,SP
4735,São Joaquim de Bicas,-20.048,-44.2749,31,MG
4736,São Joaquim do Monte,-8.43196,-35.8035,81,PE
4737,São Jorge,-28.4984,-51.7064,54,RS
4738,São Jorge d'Oeste,-25.7085,-52.9204,46,PR
4739,São Jorge do Ivaí,-23.4336,-52.2929,44,PR
4740,São Jorge do Patrocínio,-23.7647,-53.8823,44,PR
4741,São José,-27.6136,-48.6366,48,SC
4742,São José da Barra,-20.7178,-46.313,35,MG
4743,São José da Bela Vista,-20.5935,-47.6424,16,SP
4744,São José da Boa Vista,-23.9122,-49.6577,43,PR
4745,São José da Coroa Grande,-8.88937,-35.1515,81,PE
4746,São José da Lagoa Tapada,-6.93646,-38.1622,83,PB
4747,São José da Laje,-9.01278,-36.0515,82,AL
4748,São José da Lapa,-19.6971,-43.9586,31,MG
4749,São José da Safira,-18.3243,-42.1431,33,MG
4750,São José da Tapera,-9.55768,-37.3831,82,AL
4751,São José da Varginha,-19.7006,-44.556,37,MG
4752,São José da Vitória,-15.0787,-39.3437,73,BA
4753,São José das Missões,-27.7789,-53.1226,55,RS
4754,São José das Palmeiras,-24.8369,-54.0572,45,PR
4755,São José de Caiana,-7.24636,-38.2989,83,PB
4756,São José de Espinharas,-6.83974,-37.3214,83,PB
4757,São José de Mipibu,-6.0773,-35.2417,84,RN
4758,São José de Piranhas,-7.1187,-38.502,83,PB
4759,São José de Princesa,-7.73633,-38.0894,83,PB
4760,São José de Ribamar,-2.54704,-44.0597,98,MA
4761,São José de Ubá,-21.3661,-41.9511,22,RJ
4762,São José do Alegre,-22.3243,-45.5258,35,MG
4763,São José do Barreiro,-22.6414,-44.5774,12,SP
4764,São José do Belmonte,-7.85723,-38.7577,87,PE
4765,São José do Bonfim,-7.1607,-37.3036,83,PB
4766,São José do Brejo do Cruz,-6.21054,-37.3601,83,PB
4767,São José do Calçado,-21.0274,-41.6636,28,ES
4768,São José do Campestre,-6.31087,-35.7067,84,RN
4769,São José do Cedro,-26.4561,-53.4955,49,SC
4770,São José do Cerrito,-27.6602,-50.5733,49,SC
4771,São José do Divino,-3.81411,-41.8308,86,PI
4772,São José do Divino,-18.4793,-41.3907,33,MG
4773,São José do Egito,-7.46945,-37.274,87,PE
4774,São José do Goiabal,-19.9214,-42.7035,31,MG
4775,São José do Herval,-29.052,-52.295,54,RS
4776,São José do Hortêncio,-29.528,-51.245,51,RS
4777,São José do Inhacorá,-27.7251,-54.1275,55,RS
4778,São José do Jacuípe,-11.4137,-39.8669,74,BA
4779,São José do Jacuri,-18.281,-42.6729,33,MG
4780,São José do Mantimento,-20.0058,-41.7486,33,MG
4781,São José do Norte,-32.0151,-52.0331,53,RS
4782,São José do Ouro,-27.7707,-51.5966,54,RS
4783,São José do Peixe,-7.48554,-42.5672,89,PI
4784,São José do Piauí,-6.87194,-41.4731,89,PI
4785,São José do Povo,-16.4549,-54.2487,66,MT
4786,São José do Rio Claro,-13.4398,-56.7218,65,MT
4787,São José do Rio Pardo,-21.5953,-46.8873,19,SP
4788,São José do Rio Preto,-20.8113,-49.3758,17,SP
4789,São José do Sabugi,-6.76295,-36.7972,83,PB
4790,São José do Seridó,-6.44002,-36.8746,84,RN
4791,São José do Sul,-29.5448,-51.4821,51,RS
4792,São José do Vale do Rio Preto,-22.1525,-42.9327,24,RJ
4793,São José do Xingu,-10.7982,-52.7486,66,MT
4794,São José dos Ausentes,-28.7476,-50.0677,54,RS
4795,São José dos Basílios,-5.05493,-44.5809,99,MA
4796,São José dos Campos,-23.1896,-45.8841,12,SP
4797,São José dos Cordeiros,-7.38775,-36.8085,83,PB
4798,São José dos Pinhais,-25.5313,-49.2031,41,PR
4799,São José dos Quatro Marcos,-15.6276,-58.1772,65,MT
4800,São José dos Ramos,-7.25238,-35.3725,83,PB
4801,São Julião,-7.08391,-40.8246,89,PI
4802,São Leopoldo,-29.7545,-51.1498,51,RS
4803,São Lourenço,-22.1166,-45.0506,35,MG
4804,São Lourenço da Mata,-8.00684,-35.0124,81,PE
4805,São Lourenço da Serra,-23.8491,-46.9432,11,SP
4806,São Lourenço do Oeste,-26.3557,-52.8498,49,SC
4807,São Lourenço do Piauí,-9.16463,-42.5496,89,PI
4808,São Lourenço do Sul,-31.3564,-51.9715,53,RS
4809,São Ludgero,-28.3144,-49.1806,48,SC
4810,São Luís,-2.53874,-44.2825,98,MA
4811,São Luís de Montes Belos,-16.5211,-50.3726,64,GO
4812,São Luís do Curu,-3.66976,-39.2391,85,CE
4813,São Luis do Piauí,-6.81936,-41.3175,89,PI
4814,São Luís do Quitunde,-9.31816,-35.5606,82,AL
4815,São Luís Gonzaga do Maranhão,-4.38541,-44.6654,99,MA
4816,São Luiz,1.01019,-60.0419,95,RR
4817,São Luiz do Norte,-14.8608,-49.3285,62,GO
4818,São Luiz do Paraitinga,-23.222,-45.3109,12,SP
4819,São Luiz Gonzaga,-28.412,-54.9559,55,RS
4820,São Mamede,-6.92386,-37.0954,83,PB
4821,São Manoel do Paraná,-23.3941,-52.6454,44,PR
4822,São Manuel,-22.7321,-48.5723,14,SP
4823,São Marcos,-28.9677,-51.0696,54,RS
4824,São Martinho,-28.1609,-48.9867,48,SC
4825,São Martinho,-27.7112,-53.9699,55,RS
4826,São Martinho da Serra,-29.5397,-53.859,55,RS
4827,São Mateus,-18.7214,-39.8579,27,ES
4828,São Mateus do Maranhão,-4.03736,-44.4707,99,MA
4829,São Mateus do Sul,-25.8677,-50.384,42,PR
4830,São Miguel,-6.20283,-38.4947,84,RN
4831,São Miguel Arcanjo,-23.8782,-47.9935,15,SP
4832,São Miguel da Baixa Grande,-5.85646,-42.1934,86,PI
4833,São Miguel da Boa Vista,-26.687,-53.2511,49,SC
4834,São Miguel das Matas,-13.0434,-39.4578,75,BA
4835,São Miguel das Missões,-28.556,-54.5559,55,RS
4836,São Miguel de Taipu,-7.24764,-35.2016,83,PB
4837,São Miguel do Aleixo,-10.3847,-37.3836,79,SE
4838,São Miguel do Anta,-20.7067,-42.7174,31,MG
4839,São Miguel do Araguaia,-13.2731,-50.1634,62,GO
4840,São Miguel do Fidalgo,-7.59713,-42.3676,89,PI
4841,São Miguel do Gostoso,-5.12302,-35.6354,84,RN
4842,São Miguel do Guamá,-1.61307,-47.4784,91,PA
4843,São Miguel do Guaporé,-11.6953,-62.7192,69,RO
4844,São Miguel do Iguaçu,-25.3492,-54.2405,45,PR
